Country,Year,Total Energy Consumption (TWh),Per Capita Energy Use (kWh),Renewable Energy Share (%),Fossil Fuel Dependency (%),Industrial Energy Use (%),Household Energy Use (%),Carbon Emissions (Million Tons),Energy Price Index (USD/kWh),Month,Total Energy Generation (TWh)
China,2000,6137.14,29004.38,54.71,29.34,44.21,11.7,4211.93,0.44,Jan,5929.18
China,2000,2463.02,31825.05,19.95,25.26,39.3,16.16,491.55,0.48,Jul,2364.78
China,2000,3092.27,35229.3,13.95,25.82,41.97,28.06,3315.36,0.15,Jun,3042.63
China,2000,7143.98,30230.34,9.79,43.25,28.86,16.71,778.39,0.15,Mar,6595.94
China,2000,5700.71,11391.98,40.97,70.76,31.95,34.92,4079.49,0.17,May,5286.21
China,2000,387.5,19736.35,61.84,68.86,37.84,25.41,1727.4,0.31,Nov,398.84
China,2000,8733.89,15316.35,50.91,75.36,35.32,25.37,4386.44,0.5,Oct,9099.99
China,2000,3413.18,9170.73,88.38,57.5,53.04,30.37,2103.17,0.09,Sep,3262.99
China,2001,3719.86,4401.32,7.25,29.53,31.15,22.28,4134.58,0.45,Aug,3498.94
China,2001,1310.12,40478.48,29.01,39.2,51.48,24.62,274.72,0.47,Dec,1305.67
China,2001,1220.94,14724.19,15.5,30.58,32.55,24.46,3999.86,0.22,Feb,1173.7
China,2001,9070.99,13070.54,73.4,44.71,50.93,21.38,2235.44,0.2,Jan,8198.43
China,2001,8907.05,22911.39,26.54,33.22,20.05,18.62,1992.69,0.07,Jul,8224.97
China,2001,5420.05,8010.79,64.92,34.87,33.35,30.29,897.01,0.4,Jun,5460.14
China,2001,7807.91,42218.67,84.16,52.13,47.96,20.07,4887.74,0.4,Mar,7798.84
China,2001,5680.81,12603.36,58.69,27.96,42.08,29.76,1082.06,0.17,May,5135.82
China,2001,2580.41,8872.31,79.73,24.19,31.67,29.22,383.75,0.41,Nov,2408.29
China,2001,6249.11,48375.22,34.54,58.2,47.35,39.31,1294.74,0.45,Oct,5840.8
China,2001,7367.66,25647.35,40.74,66.53,47.48,27.47,512.4,0.33,Sep,7373.44
China,2002,7383.41,15856.18,18.41,56.21,30.32,20.44,4602.61,0.13,Apr,6666.9
China,2002,1141.36,11913.47,67.73,29.28,41.72,17.04,4005.94,0.47,Aug,1045.05
China,2002,3898.78,31385.24,67.04,39.02,48.49,16.35,4171.28,0.33,Dec,3976.71
China,2002,6511.03,14140.01,10.19,74.34,40.1,12.98,1507.29,0.4,Feb,6034.3
China,2002,9329.7,25676.09,18.21,62.77,36.71,36.78,1919.4,0.13,Jan,9310.22
China,2002,1681.88,39696.41,69.38,57.89,59.58,26.26,2060.89,0.09,Jul,1573.78
China,2002,8892.0,26294.26,16.34,15.06,24.99,23.22,3508.3,0.16,Jun,8135.43
China,2002,7365.42,11374.3,46.32,36.11,42.45,35.04,3647.35,0.39,Mar,6897.54
China,2002,858.37,21545.81,46.27,58.85,50.28,13.76,1000.61,0.13,Nov,865.53
China,2002,8496.55,33647.73,35.25,35.15,53.0,24.72,227.62,0.38,Oct,8737.47
China,2003,5375.57,27428.16,17.38,75.68,48.91,28.85,4161.99,0.12,Apr,5507.45
China,2003,1714.35,4599.05,70.79,27.3,57.73,31.56,1740.15,0.33,Aug,1645.05
China,2003,2512.8,46023.25,42.97,77.21,23.28,33.21,1906.66,0.49,Dec,2513.33
China,2003,4576.18,48294.57,29.21,56.78,52.74,34.97,3449.16,0.18,Feb,4259.27
China,2003,5471.45,6029.45,63.45,43.7,31.57,19.2,3758.44,0.29,Jan,5164.9
China,2003,7045.83,35194.88,15.78,53.12,56.35,23.36,3500.17,0.13,Jul,7288.56
China,2003,1496.36,35346.43,47.56,36.94,22.05,11.6,2247.85,0.48,Jun,1349.64
China,2003,6752.37,36679.26,31.21,62.73,39.34,10.81,3105.05,0.1,Mar,6163.74
China,2003,244.82,31887.46,47.48,16.02,48.65,20.68,4710.8,0.14,May,227.97
China,2003,5705.43,37943.75,22.7,11.31,45.74,19.64,620.1,0.39,Nov,5157.59
China,2003,4046.43,9879.24,34.13,18.9,39.91,18.5,3365.55,0.48,Oct,3751.91
China,2003,6258.39,23477.7,25.08,38.5,54.13,33.34,2222.5,0.37,Sep,6179.89
China,2004,1990.59,4704.22,82.3,65.95,48.81,12.03,2980.82,0.38,Apr,1917.36
China,2004,805.4,49651.66,29.55,37.76,41.26,24.63,4239.2,0.06,Aug,832.7
China,2004,382.33,26868.81,25.05,13.28,47.09,37.68,3896.58,0.47,Dec,390.98
China,2004,3842.08,44967.26,58.03,72.98,43.31,10.93,2274.62,0.11,Feb,3654.87
China,2004,7319.59,8758.5,37.77,60.21,41.0,37.92,970.2,0.47,Jan,6872.46
China,2004,8729.2,15221.19,83.77,59.89,38.59,36.49,3992.13,0.5,Jul,8353.44
China,2004,6124.06,33358.31,16.27,77.01,42.69,35.65,953.34,0.26,Jun,6053.9
China,2004,5386.62,46705.28,67.62,15.2,44.87,34.5,179.39,0.33,Mar,5064.55
China,2004,314.25,46727.68,11.94,45.7,56.74,37.2,815.86,0.28,May,312.25
China,2004,598.59,4765.85,23.03,29.25,59.04,31.35,1308.04,0.11,Nov,575.49
China,2004,3529.35,40840.88,45.38,48.77,24.94,38.69,1728.84,0.18,Oct,3468.67
China,2004,5393.13,48006.94,74.77,67.77,30.37,33.92,2114.76,0.25,Sep,5206.63
China,2005,1797.18,26020.42,21.76,63.29,40.62,26.66,2820.97,0.36,Apr,1696.84
China,2005,4978.21,21662.35,86.06,58.41,45.4,38.79,1509.77,0.46,Aug,5188.63
China,2005,6755.49,9268.99,26.4,41.57,21.63,34.64,2679.91,0.36,Dec,6853.72
China,2005,8839.78,47594.15,45.6,41.86,32.17,23.51,1293.34,0.39,Feb,8141.59
China,2005,4398.85,30433.42,71.84,72.43,32.88,27.72,1808.77,0.39,Jan,4532.0
China,2005,4814.7,46319.73,74.82,23.54,23.67,35.01,4262.24,0.36,Jul,4685.26
China,2005,8562.31,46052.78,44.29,46.43,27.54,14.94,964.35,0.36,Jun,8854.99
China,2005,8935.02,10000.13,68.64,53.35,22.38,37.69,1165.66,0.31,Mar,9113.53
China,2005,3246.08,21621.89,60.88,16.78,50.26,14.42,2672.11,0.25,May,3128.51
China,2005,902.64,46771.65,31.86,34.44,29.85,15.39,928.42,0.46,Nov,815.42
China,2005,2470.7,31716.24,57.41,55.76,39.15,12.32,3895.98,0.46,Oct,2323.2
China,2005,3460.48,12703.69,71.08,68.94,22.89,16.23,4009.95,0.15,Sep,3395.58
China,2006,7762.41,31719.64,39.92,28.95,42.51,36.02,3766.75,0.4,Apr,7723.77
China,2006,9170.25,30143.07,31.14,64.97,21.24,34.44,1073.82,0.28,Aug,8607.96
China,2006,2043.45,43402.58,71.46,49.62,57.66,27.51,2580.09,0.24,Dec,1881.82
China,2006,214.41,35130.48,39.97,19.15,45.72,37.91,579.13,0.23,Feb,219.82
China,2006,9778.39,22478.82,55.97,59.41,29.17,21.25,4422.66,0.14,Jan,10244.43
China,2006,1113.89,5155.18,76.18,69.63,58.66,29.13,2271.87,0.32,Jul,1090.34
China,2006,4953.01,7837.52,12.38,61.09,37.93,33.13,3869.6,0.23,Jun,4585.26
China,2006,7185.17,9784.87,86.95,14.44,27.23,24.15,3221.52,0.07,Mar,6760.14
China,2006,8209.47,45051.17,63.49,39.98,21.34,34.58,147.41,0.23,May,7411.17
China,2006,9798.95,44097.87,82.79,60.5,36.19,16.22,3088.01,0.25,Nov,10162.93
China,2006,1225.15,2329.64,29.15,78.04,51.64,39.48,3015.54,0.45,Oct,1124.27
China,2006,9422.72,28701.57,57.52,64.65,35.2,19.68,3619.53,0.1,Sep,9295.3
China,2007,7337.25,1438.84,41.12,64.43,34.2,23.49,4844.13,0.42,Apr,6905.15
China,2007,2268.76,24980.23,5.11,63.5,58.19,35.14,3426.59,0.27,Aug,2230.48
China,2007,6430.74,44557.37,9.41,29.3,46.64,16.17,3234.87,0.17,Dec,6416.03
China,2007,7344.54,46640.77,39.19,46.81,26.33,30.21,4073.65,0.2,Feb,7524.2
China,2007,6173.8,33907.95,54.12,23.7,42.13,26.46,3987.64,0.48,Jan,5747.58
China,2007,6628.95,41785.2,68.6,19.5,40.47,34.79,1220.99,0.09,Jul,5976.99
China,2007,9345.55,26973.99,11.73,69.39,25.93,24.8,2312.99,0.32,Jun,8602.89
China,2007,2292.86,40820.8,27.49,58.68,24.03,36.55,1890.41,0.41,Mar,2373.12
China,2007,8454.46,29133.14,17.75,12.53,32.53,10.61,1917.96,0.44,May,8717.25
China,2007,8628.33,6469.02,55.5,23.49,24.16,12.53,3963.89,0.43,Nov,8538.7
China,2007,7713.71,4120.41,65.92,58.49,44.41,34.8,1676.77,0.36,Oct,7637.17
China,2007,9431.52,8695.06,36.14,37.31,20.88,35.75,3590.01,0.26,Sep,9429.21
China,2008,3446.16,5472.95,66.11,63.45,33.68,15.11,707.64,0.36,Apr,3192.2
China,2008,1800.98,5639.44,34.04,63.39,55.85,26.48,3131.7,0.35,Aug,1867.91
China,2008,1031.67,18417.46,8.59,11.44,28.84,16.04,2061.3,0.17,Dec,993.31
China,2008,190.03,21566.43,13.9,39.12,35.88,19.89,454.58,0.46,Feb,181.95
China,2008,7793.81,7046.55,31.74,60.26,46.63,33.14,679.26,0.46,Jan,7621.08
China,2008,9330.28,42343.17,85.57,58.74,42.26,26.76,1709.01,0.33,Jul,8462.98
China,2008,1808.6,37120.91,46.88,16.5,27.34,32.61,4674.29,0.14,Jun,1672.85
China,2008,9648.15,37943.01,18.55,35.42,35.92,17.04,1904.54,0.21,Mar,9751.43
China,2008,7842.44,42232.39,68.31,58.79,47.7,27.4,1247.95,0.41,May,7155.6
China,2008,7682.07,23023.08,86.0,53.04,31.15,23.01,2461.23,0.08,Nov,7608.88
China,2008,7358.87,39660.72,25.94,43.83,40.97,21.43,2362.73,0.35,Oct,6893.81
China,2008,7501.68,36290.3,6.37,14.13,27.55,19.9,2700.0,0.23,Sep,7189.57
China,2009,4713.43,29211.23,32.41,34.79,37.54,39.72,4475.15,0.06,Apr,4446.2
China,2009,9819.5,9379.82,44.59,42.86,40.14,39.54,2108.01,0.41,Aug,9361.43
China,2009,6955.16,3091.84,58.98,53.87,25.25,19.21,3430.63,0.38,Dec,7009.81
China,2009,4381.59,27107.21,39.19,41.71,40.87,37.52,4925.53,0.47,Feb,4138.71
China,2009,8012.35,11913.06,48.27,25.98,20.43,22.16,1168.33,0.28,Jan,7891.85
China,2009,5681.79,28364.39,81.17,42.62,27.25,14.25,2522.79,0.2,Jul,5519.33
China,2009,8211.53,24615.99,68.39,38.45,37.23,30.62,2108.13,0.39,Jun,8207.84
China,2009,3257.36,24541.17,5.56,15.51,54.2,36.81,2857.15,0.16,Mar,3389.36
China,2009,1464.22,25744.6,64.2,38.14,58.75,20.75,2200.58,0.26,May,1478.7
China,2009,8687.3,8990.3,33.88,27.84,28.77,25.17,397.05,0.12,Nov,8098.66
China,2009,7517.97,2882.25,24.93,27.05,39.11,38.77,2748.27,0.12,Sep,6801.34
China,2010,5152.72,20564.93,69.66,62.19,55.23,24.54,2558.03,0.17,Apr,4840.15
China,2010,5114.88,13072.38,18.8,35.53,20.47,32.7,2064.1,0.28,Aug,5059.95
China,2010,5697.88,15760.03,11.72,50.31,25.94,11.03,2529.86,0.3,Dec,5172.04
China,2010,7599.52,9508.78,35.95,24.18,28.21,32.57,3237.24,0.39,Feb,7405.39
China,2010,1494.25,36705.39,74.05,62.87,27.57,11.85,980.85,0.24,Jan,1478.6
China,2010,7946.65,17627.85,30.48,33.06,34.68,25.67,317.92,0.31,Jul,7550.4
China,2010,1137.11,31521.15,74.92,21.58,54.54,29.97,2331.75,0.18,Jun,1154.89
China,2010,8100.29,23972.37,6.11,62.48,20.83,29.14,3440.55,0.31,Mar,7419.78
China,2010,4827.81,17216.64,49.77,53.23,46.97,11.07,3322.26,0.26,May,4399.44
China,2010,2080.1,18161.69,52.12,63.87,20.89,20.03,3007.99,0.16,Nov,2099.3
China,2010,8111.88,46763.73,61.89,75.84,22.56,18.18,4836.87,0.17,Oct,7903.6
China,2011,6229.6,41982.76,16.31,26.56,57.82,15.11,1271.04,0.33,Apr,6249.91
China,2011,7467.93,24007.66,16.51,20.31,47.74,11.73,370.2,0.4,Aug,7208.23
China,2011,7171.75,44186.37,55.16,73.0,51.98,39.13,4969.2,0.32,Dec,6719.65
China,2011,4452.65,7817.77,71.25,79.39,20.31,36.3,3787.5,0.33,Feb,4554.46
China,2011,308.7,8353.43,80.55,20.63,43.34,27.14,4915.1,0.29,Jan,314.85
China,2011,3453.57,2575.41,82.99,29.47,29.28,38.32,4911.3,0.46,Jul,3468.09
China,2011,8380.81,39416.43,40.83,54.74,44.46,10.19,1420.59,0.14,Jun,7884.85
China,2011,4393.91,19460.23,8.36,76.39,29.21,26.9,1872.95,0.33,Mar,4343.53
China,2011,3867.7,30468.54,34.51,13.83,54.77,37.28,933.01,0.08,May,3690.35
China,2011,4294.53,33954.81,17.31,30.4,37.05,32.5,2320.65,0.41,Nov,3924.07
China,2011,8862.14,24324.03,12.57,44.48,44.56,16.17,4933.51,0.44,Oct,9195.33
China,2011,1090.18,28336.22,13.21,72.74,49.23,18.14,4238.55,0.47,Sep,1003.54
China,2012,4508.26,11294.35,66.22,43.87,29.5,24.33,4308.97,0.38,Apr,4700.02
China,2012,452.73,34886.27,31.67,26.79,20.1,28.56,4480.5,0.36,Aug,437.75
China,2012,8794.76,18675.36,65.6,74.79,27.77,14.35,1017.85,0.29,Dec,8159.51
China,2012,5085.23,37967.86,51.58,69.72,53.4,37.69,2077.83,0.13,Feb,4990.06
China,2012,1404.53,33551.04,15.53,66.12,29.92,37.56,4578.87,0.19,Jan,1447.99
China,2012,3046.88,21355.45,59.19,20.43,41.6,34.27,1596.38,0.23,Jul,3076.84
China,2012,2325.13,26930.76,77.44,68.13,26.1,30.48,1307.01,0.09,Jun,2373.92
China,2012,4360.89,25164.09,6.53,23.41,50.34,26.76,268.81,0.39,Mar,4355.73
China,2012,8538.27,34878.96,57.78,72.0,32.19,31.5,4912.2,0.14,May,8571.07
China,2012,337.56,45770.13,85.61,37.81,47.32,13.18,2355.97,0.47,Nov,346.8
China,2012,8768.01,22246.86,56.2,23.85,40.54,20.2,3291.37,0.32,Oct,8219.57
China,2012,1908.13,4159.45,48.18,69.69,36.17,16.22,193.49,0.45,Sep,1857.4
China,2013,7367.74,43105.17,31.45,52.46,48.43,31.67,3780.97,0.39,Apr,6875.44
China,2013,9738.72,16270.92,20.1,10.62,44.92,18.43,3622.25,0.33,Aug,10207.64
China,2013,7141.15,41377.94,14.25,13.47,48.81,35.95,752.2,0.41,Dec,7438.29
China,2013,1496.15,11193.99,76.83,53.54,38.0,18.13,4967.61,0.31,Feb,1355.38
China,2013,2762.15,31759.16,46.57,65.99,58.81,29.75,1691.62,0.48,Jan,2778.27
China,2013,8129.06,33290.67,70.64,52.85,36.85,24.01,3910.8,0.43,Jun,8444.36
China,2013,9220.74,35950.01,10.71,28.71,30.47,22.93,2955.89,0.5,Mar,8548.42
China,2013,4164.28,28345.25,26.89,60.33,40.46,34.05,1754.11,0.49,May,4102.61
China,2013,608.47,18457.91,40.26,26.41,29.99,35.66,299.2,0.4,Nov,631.18
China,2013,6949.91,14293.19,83.07,68.6,32.35,31.91,4346.29,0.32,Oct,6290.31
China,2013,4747.0,9693.69,80.46,34.25,37.65,19.71,885.24,0.49,Sep,4768.9
China,2014,6405.74,20759.0,38.59,43.56,32.13,35.49,3209.08,0.18,Apr,6050.88
China,2014,7451.44,13380.84,24.98,37.49,36.9,36.87,3520.8,0.34,Aug,7739.51
China,2014,8065.13,35273.73,56.15,45.02,48.17,20.03,1417.04,0.1,Dec,8433.37
China,2014,8043.21,40359.0,53.81,17.04,32.77,16.65,1002.66,0.47,Feb,8378.13
China,2014,9697.69,49526.37,14.82,43.38,52.67,36.84,665.51,0.45,Jan,9417.74
China,2014,4788.94,8816.88,73.54,56.73,52.84,20.28,4016.99,0.09,Jul,4929.29
China,2014,6356.14,29442.73,57.48,57.72,43.5,37.46,481.13,0.21,Jun,6525.74
China,2014,2439.63,25876.74,62.27,19.42,39.77,27.75,1871.59,0.13,Mar,2312.44
China,2014,9896.53,28275.06,16.44,32.73,51.42,13.07,1723.08,0.46,May,10137.39
China,2014,1302.28,32600.64,71.69,25.24,47.83,12.87,588.01,0.29,Nov,1179.28
China,2014,5933.09,38439.53,56.36,33.7,44.69,24.3,2778.07,0.48,Oct,5870.44
China,2014,4859.74,32459.17,84.94,67.41,31.42,30.99,4455.18,0.47,Sep,4541.43
China,2015,3557.72,15996.31,68.86,40.01,38.18,29.63,2153.75,0.24,Apr,3266.29
China,2015,4247.51,44890.52,70.43,60.07,29.59,21.0,2250.4,0.36,Aug,3871.79
China,2015,9134.76,32680.59,30.62,16.55,34.14,34.07,2145.36,0.13,Dec,9175.35
China,2015,5507.85,44494.46,19.66,36.64,24.34,39.27,2598.43,0.48,Feb,5237.86
China,2015,1860.2,36484.83,44.4,32.36,49.37,21.7,3201.84,0.43,Jan,1876.41
China,2015,1741.72,2874.99,89.65,79.42,58.86,19.7,2908.97,0.3,Jul,1584.62
China,2015,6300.38,28618.31,17.14,19.25,25.98,14.77,2588.94,0.19,Jun,5968.31
China,2015,3025.97,16388.58,20.69,79.39,35.94,24.33,3064.13,0.22,Mar,2968.25
China,2015,2436.16,30223.06,27.5,23.69,26.16,34.16,693.5,0.32,May,2481.49
China,2015,2994.49,40263.99,59.53,55.44,25.95,37.69,3455.88,0.47,Nov,2838.22
China,2015,6750.55,45951.33,55.34,70.29,32.68,14.68,1826.56,0.24,Oct,6709.26
China,2015,3091.69,38232.22,24.12,43.5,57.73,32.03,2775.33,0.14,Sep,3193.4
China,2016,3484.47,28693.76,10.73,41.96,50.44,38.28,2137.28,0.27,Apr,3457.92
China,2016,9855.31,20540.85,42.56,52.16,24.43,11.35,731.91,0.21,Aug,9214.16
China,2016,923.3,35001.01,87.96,35.22,35.75,23.02,2852.23,0.45,Dec,834.35
China,2016,654.69,39915.78,18.44,34.95,23.38,33.99,4718.8,0.06,Feb,674.67
China,2016,7914.86,10157.74,71.19,43.57,52.58,33.1,4180.04,0.41,Jan,7148.63
China,2016,1357.83,28064.51,66.91,59.21,35.66,34.29,4593.51,0.2,Jul,1400.2
China,2016,4122.12,46501.57,43.47,50.14,36.94,10.51,2308.85,0.24,Jun,4036.96
China,2016,8083.31,41976.05,32.05,53.73,49.95,14.62,2099.13,0.44,Mar,8413.6
China,2016,257.86,29587.55,26.22,78.28,58.64,23.73,878.16,0.42,May,262.97
China,2016,8824.37,35975.26,72.43,58.58,45.82,34.55,3765.37,0.11,Nov,9262.85
China,2016,9589.68,6468.03,57.19,60.21,50.43,28.3,2946.84,0.16,Oct,9135.19
China,2016,8903.22,3559.31,32.82,55.17,46.47,29.45,1793.34,0.17,Sep,9037.46
China,2017,6898.49,10604.25,21.98,11.34,39.11,23.0,2408.22,0.13,Apr,6624.55
China,2017,6845.52,17013.26,35.41,12.87,28.41,35.38,4914.76,0.2,Aug,6653.72
China,2017,7300.8,1831.76,53.0,38.94,21.69,25.69,3565.24,0.08,Dec,7257.91
China,2017,8769.42,44587.17,51.4,56.56,59.5,30.93,1606.79,0.43,Feb,9041.72
China,2017,5214.88,10432.18,70.62,14.45,33.57,26.04,2546.62,0.28,Jan,5463.17
China,2017,2917.21,4119.95,27.54,58.21,31.78,23.82,4697.51,0.3,Jul,2961.67
China,2017,2002.21,33258.45,40.29,51.93,35.02,20.07,4686.35,0.16,Jun,1927.46
China,2017,6991.84,35153.18,22.04,66.83,26.38,35.96,1353.18,0.18,Mar,6734.57
China,2017,9693.23,35763.19,13.95,40.25,23.91,26.89,546.34,0.16,May,9796.34
China,2017,8239.61,49920.05,53.31,37.24,34.43,33.52,3498.66,0.43,Nov,7710.76
China,2017,8671.05,22587.83,70.98,43.75,44.02,24.34,2833.43,0.31,Oct,7947.63
China,2017,5573.12,48568.06,27.02,27.81,53.65,26.57,3486.03,0.47,Sep,5312.26
China,2018,151.6,40922.11,88.11,60.67,50.35,24.12,1960.77,0.49,Apr,142.97
China,2018,5019.09,6816.65,67.69,72.25,43.3,27.19,484.63,0.08,Aug,4740.26
China,2018,1453.87,5497.71,13.02,40.71,25.81,32.58,3943.18,0.36,Dec,1359.43
China,2018,7936.17,19910.6,40.58,12.37,39.34,29.02,1115.46,0.22,Feb,7192.66
China,2018,8901.96,30349.53,9.17,25.68,38.71,23.96,4470.4,0.19,Jan,8035.63
China,2018,8738.41,7508.28,89.42,41.66,43.46,28.03,4983.69,0.48,Jul,9159.24
China,2018,3169.02,32858.45,29.68,20.4,22.01,38.88,4259.1,0.07,Jun,3055.46
China,2018,1492.88,5127.21,23.34,78.61,53.3,10.67,1577.48,0.24,Mar,1429.66
China,2018,7883.07,8260.48,14.3,18.73,25.97,30.96,3958.6,0.46,May,7898.42
China,2018,3568.14,20834.45,65.16,10.23,37.12,38.28,4256.42,0.41,Nov,3328.14
China,2018,9268.21,8544.01,8.12,16.48,21.37,27.16,2604.58,0.44,Oct,9662.05
China,2018,8901.52,33542.63,14.94,31.86,57.88,24.23,2629.69,0.1,Sep,9061.32
China,2019,946.11,37444.86,77.84,69.75,42.92,15.29,4526.44,0.48,Apr,864.19
China,2019,3264.99,12636.39,87.01,73.88,41.82,13.37,1397.39,0.46,Aug,3143.0
China,2019,6511.83,2228.22,26.99,69.41,59.71,17.6,4838.48,0.48,Dec,6719.35
China,2019,1246.94,30559.28,31.36,63.74,38.6,31.73,1111.1,0.28,Feb,1298.95
China,2019,664.37,23014.67,83.97,72.63,46.57,15.78,122.94,0.23,Jan,644.51
China,2019,3750.63,18229.33,43.4,29.15,28.39,23.95,4807.75,0.42,Jul,3720.67
China,2019,3601.01,39871.47,89.11,71.89,47.15,28.25,3214.32,0.49,Jun,3331.13
China,2019,7022.47,32952.19,18.03,40.55,48.66,31.4,2646.14,0.33,Mar,7364.29
China,2019,7443.95,1780.42,41.82,32.62,48.75,24.67,3891.82,0.13,May,6958.24
China,2019,1888.37,2093.41,50.93,61.45,32.22,19.74,3133.14,0.07,Nov,1966.57
China,2019,7957.28,41617.97,35.83,21.21,27.56,33.99,1142.78,0.48,Oct,7936.97
China,2019,8671.83,47312.71,76.52,23.22,22.46,24.78,757.88,0.4,Sep,8595.18
China,2020,2571.54,2251.27,63.55,57.96,45.46,31.59,3575.57,0.1,Apr,2512.15
China,2020,779.15,20361.2,5.49,34.65,39.05,36.54,252.87,0.08,Aug,728.19
China,2020,5748.47,32854.66,7.38,70.4,48.84,20.75,3910.83,0.29,Dec,5325.84
China,2020,6848.81,20521.92,88.25,24.56,24.3,26.35,1819.51,0.17,Feb,6390.44
China,2020,8918.5,14697.72,22.76,58.71,59.42,17.07,4905.41,0.31,Jan,8276.06
China,2020,3359.83,30910.87,78.58,46.95,47.85,26.57,303.34,0.41,Jul,3416.74
China,2020,8108.38,38571.88,21.81,21.24,44.26,34.96,1921.97,0.4,Jun,7723.38
China,2020,725.46,36854.44,26.49,40.96,51.02,34.37,4536.84,0.39,Mar,659.21
China,2020,220.47,30300.56,13.12,10.98,24.6,11.27,3732.12,0.5,May,230.47
China,2020,1965.09,15304.51,8.94,34.65,40.24,28.22,2417.96,0.17,Nov,2029.09
China,2020,2949.56,24484.6,79.82,69.21,24.65,35.5,3120.44,0.2,Oct,3065.07
China,2020,9428.39,5490.35,58.54,40.51,40.03,15.46,2238.14,0.32,Sep,9892.61
China,2021,6881.8,2043.07,54.09,24.35,45.25,15.02,3501.09,0.26,Apr,6373.13
China,2021,7459.28,25321.15,53.23,51.45,51.65,11.25,942.2,0.31,Aug,7156.7
China,2021,9276.71,4205.02,60.66,11.84,23.26,38.84,797.4,0.16,Dec,9404.13
China,2021,5867.75,8227.2,27.13,52.08,59.87,20.52,2772.53,0.44,Feb,5893.59
China,2021,6834.63,19634.23,17.66,16.01,51.14,33.35,112.91,0.41,Jan,6308.94
China,2021,8809.11,24312.6,5.98,49.75,26.12,39.04,4820.62,0.26,Jul,9006.21
China,2021,7655.43,21417.84,19.32,18.44,31.45,27.38,2746.44,0.15,Jun,7147.62
China,2021,4043.94,16726.15,70.63,51.3,55.32,15.63,4250.3,0.16,Mar,3775.31
China,2021,5733.56,15720.06,62.85,33.12,28.0,30.05,1884.7,0.43,May,5622.02
China,2021,8550.15,26064.01,14.28,46.95,31.65,11.18,756.37,0.4,Nov,8455.59
China,2021,4054.06,14422.33,68.73,13.37,58.72,26.79,728.95,0.09,Oct,4001.41
China,2021,7467.44,49436.21,45.06,67.98,45.09,36.54,233.55,0.1,Sep,6823.17
China,2022,9085.55,9854.27,44.82,44.45,34.22,25.01,2341.79,0.17,Apr,9372.83
China,2022,1246.47,29373.14,68.33,25.83,58.9,28.22,3975.52,0.45,Aug,1171.48
China,2022,3622.72,21831.11,75.25,26.47,29.23,35.81,3206.83,0.12,Dec,3330.83
China,2022,5058.61,27982.55,57.05,74.32,41.18,23.68,2323.62,0.48,Feb,5227.12
China,2022,7332.27,37866.34,82.74,52.65,30.1,23.43,1526.65,0.32,Jan,7650.11
China,2022,5886.61,9065.47,47.55,79.7,39.89,11.89,1532.54,0.4,Jul,6059.2
China,2022,2131.82,28368.74,43.78,55.16,24.89,15.19,3049.99,0.41,Jun,2177.5
China,2022,428.56,39002.58,80.1,62.76,38.18,27.49,162.14,0.24,Mar,427.83
China,2022,2859.4,18961.07,24.66,63.4,37.71,32.66,1745.04,0.4,May,2809.73
China,2022,3912.5,18094.41,89.63,40.38,47.11,36.1,1801.83,0.23,Nov,3572.3
China,2022,1078.82,32750.72,80.18,14.92,38.06,25.25,2650.82,0.1,Oct,1037.04
China,2022,5800.04,39950.58,10.65,17.79,36.87,18.45,2748.42,0.46,Sep,5544.28
China,2023,7621.15,14728.56,56.71,30.73,58.95,16.26,2761.56,0.2,Apr,7155.98
China,2023,8737.95,37022.45,41.65,72.8,55.28,36.78,4071.8,0.3,Aug,8812.34
China,2023,5046.94,32510.5,17.1,10.11,26.09,36.07,1263.42,0.41,Dec,4917.64
China,2023,5296.41,6691.15,39.05,34.61,30.23,36.05,4090.4,0.21,Feb,4831.16
China,2023,4522.54,30142.7,75.47,17.82,46.52,18.47,1723.21,0.32,Jan,4219.65
China,2023,3558.34,18509.75,21.41,66.91,59.99,30.11,1302.16,0.21,Jul,3567.2
China,2023,7889.29,43435.77,64.06,33.13,30.37,11.64,377.57,0.23,Jun,7190.45
China,2023,2536.13,38682.42,39.14,60.36,40.47,23.47,4387.34,0.45,Mar,2606.33
China,2023,5027.69,16500.06,18.61,29.78,30.74,10.67,3461.45,0.27,May,4898.34
China,2023,500.96,49878.61,39.42,47.95,42.93,16.13,4325.6,0.44,Nov,486.98
China,2023,7685.15,28499.55,54.73,73.92,41.36,37.37,1340.82,0.09,Oct,7599.55
China,2023,5994.2,31183.18,82.29,64.13,28.43,38.63,1078.78,0.21,Sep,6136.28
China,2024,3137.7,5989.13,38.68,35.36,58.53,37.66,433.98,0.46,Apr,2987.63
China,2024,5010.73,37878.78,88.44,75.5,31.11,10.69,268.45,0.12,Aug,5019.26
China,2024,8768.97,22268.33,10.08,31.4,49.13,35.77,286.77,0.09,Dec,8636.21
China,2024,7070.59,26316.95,8.25,70.47,58.58,21.91,3223.6,0.39,Feb,6646.74
China,2024,1286.87,27008.21,80.16,74.45,33.21,16.9,4181.05,0.23,Jan,1327.79
China,2024,1011.6,37214.02,70.96,11.12,21.5,32.81,1819.96,0.47,Jul,1031.44
China,2024,4355.2,4044.79,8.41,35.68,58.82,28.64,3315.11,0.41,Jun,4349.83
China,2024,7756.58,7753.56,8.0,49.94,55.32,24.84,3538.37,0.14,Mar,7970.56
